id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price
16738680,Quiet Modern Loft by Embarcadero/Wharf,111017451,,North Beach,37.80285,-122.40696,Entire home/apt,146
16745600,"120M Internet, Gym, in Art Deco Landmark",11417078,,Downtown/Civic Center,37.78526,-122.41517,Entire home/apt,75
16778737,31 Parkside newly built studio w/private entrance,35352879,,Parkside,37.74289,-122.49003,Private room,63
16779057,33 Parkside newly built studio w/private entrance,35352879,,Parkside,37.74455,-122.48995,Entire home/apt,58
16779078,301 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,93714995,,Financial District,37.78931,-122.40588,Private room,115
16797018,"Half Price - SF House on the Hill❤️Views, Luxury",3617002,,Potrero Hill,37.76122,-122.40366,Private room,129
16824774,Sunny Mission Dolores/Noe/Bernal Studio,3554374,,Bernal Heights,37.74653,-122.42325,Entire home/apt,129
16839850,Elegant One Bedroom Edwardian on Nob Hill.,44354824,,Nob Hill,37.79318,-122.41668,Entire home/apt,100
16858141,"Easy Parking, TV, Full Kitchen, Desk&Massage Chair",84154713,,Bayview,37.72735,-122.38966,Private room,39
16868984,Mission Apprentice Artist 1 Bedroom,112412497,,Bernal Heights,37.74203,-122.42271,Private room,124
16897598,Private Two Rooms with Bathroom and Garden.,30348808,,Parkside,37.74257,-122.48127,Entire home/apt,149
16913294,San Francisco Embarcadero Waterfront Quarterly Stay,9354894,,South of Market,37.78721,-122.39027,Private room,97
16944002,"Nob Hill Union Square Sanctuary, pool/gym/doorman",2414700,,Nob Hill,37.79112,-122.41198,Entire home/apt,109
16959624,"AMAZING, CHIC & STYLISH SF HOME",331649,,Inner Richmond,37.7855,-122.4651,Entire home/apt,234
16972331,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78596,-122.40706,Private room,89
16972383,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78679,-122.40748,Private room,89
16972422,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78512,-122.40733,Private room,40
16986349,Private SOMA Condo + Rooftop views,10407041,,South of Market,37.77847,-122.40655,Entire home/apt,300
16987679,Residential hotel near Union Square SF room#10,115849,,Downtown/Civic Center,37.7877,-122.41211,Private room,70
17011295,"BART Civic Center - Chase Center,  Mission",103884979,,South of Market,37.77628,-122.41507,Private room,52
17016281,Residential hotel near Union Square SF room#5,115849,,Downtown/Civic Center,37.7877,-122.41211,Private room,70
17016637,Gracious room in pine lake park.,106291188,,Lakeshore,37.73555,-122.48153,Private room,78
17041687,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78514,-122.40785,Private room,70
17042239,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78702,-122.4094,Private room,89
17107179,BEAUTIFUL 2 Bedroom / 2 bath near GG Park,7089131,,Inner Richmond,37.7766,-122.46534,Entire home/apt,206
17107439,Dorm Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78527,-122.40733,Private room,75
17120944,"Quiet, spacious bedroom with private deck/views.",14003785,,Pacific Heights,37.78902,-122.44154,Private room,169
17120964,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78519,-122.4071,Private room,89
17139721,Chase Center - BART Civic Center - Cozy & Comfy,103884979,,South of Market,37.77628,-122.41507,Private room,94
17157954,Bernal Heights North Slope 2 BR Charmer,1281984,,Bernal Heights,37.74694,-122.40796,Entire home/apt,235
17159806,Sunny Two Bedroom House in Lovely Bernal Heights,115416158,,Bernal Heights,37.74689,-122.41692,Entire home/apt,225
17188701,Cozy Single Bedroom 2-1,23719876,,Nob Hill,37.79011,-122.42138,Private room,60
17192720,Room R-23 with Bunk Bed for Three,50160697,,Downtown/Civic Center,37.78602,-122.41434,Private room,105
17207000,Hotel Style Suite - includes breakfast!,115809271,,Downtown/Civic Center,37.77786,-122.42292,Entire home/apt,75
17222332,Spacious room in newly remodeled Victorian,40426550,,Outer Mission,37.71074,-122.44946,Private room,180
17225268,Loft w/ High Ceiling Bright & Modern Downtown SF,116004419,,South of Market,37.78144,-122.40677,Entire home/apt,139
17267153,Petite Mission - 18th Street - Studio,38836,,Mission,37.76142,-122.41853,Entire home/apt,66
17271591,1BR Suite at Fisherman's Wharf *No Cleaning Fee*,115416167,,Russian Hill,37.80628,-122.42008,Private room,140
17287731,Bright & Spacious BR in Noe Valley Home,1097396,,Noe Valley,37.75308,-122.4381,Private room,100
17288451,View of Mission Dolores Church in a garden setting,100672984,,South of Market,37.77378,-122.42044,Entire home/apt,180
17288739,Luxurious 2Br 2Ba Victorian home + private garden,40536296,,Haight Ashbury,37.77279,-122.44024,Entire home/apt,1071
17301795,"Beautiful Apt, Modern Kitchen, King Bed & Parking!",7179228,,Inner Richmond,37.77794,-122.45637,Entire home/apt,165
17305040,Entire Private Guest Suite,1590064,,Bernal Heights,37.74793,-122.40864,Entire home/apt,150
17318005,Idyllic Garden Apartment  on  Duboce Park,12767826,,Castro/Upper Market,37.76898,-122.43406,Entire home/apt,73
17343208,"Red Victorian - Private suite w/bath, Redwood",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,109
17344333,Red Victorian - Air Bunk in shared Peacock Room,117141107,,Haight Ashbury,37.76944,-122.44992,Shared room,42
17345722,"Light filled, stylish Dolores Park Edwardian flat",1201229,,Castro/Upper Market,37.76074,-122.42878,Entire home/apt,400
17367074,Cozy Traditional San Francisco Flat,48178529,,Excelsior,37.72687,-122.42178,Entire home/apt,135
17367829,Two Upstairs Bedrooms in House w/ Ocean Views,547669,,Outer Sunset,37.75724,-122.49725,Private room,180
17369805,Luxury room,100672984,,Castro/Upper Market,37.76446,-122.42874,Entire home/apt,250
17402726,"Happy, Sunny, Plant Adorned Room in Bernal Heights",117653172,,Bernal Heights,37.73966,-122.41269,Private room,65
17405370,Modern 1-BD in Fisherman's Wharf/Russian Hill,20369590,,Russian Hill,37.80604,-122.42302,Entire home/apt,225
17408466,Perfectly located SOMA studio for 30+ day rental,117716563,,South of Market,37.77946,-122.39827,Entire home/apt,115
17408793,2 bedroom apartment near GG  park.,45156079,,Outer Sunset,37.75746,-122.4863,Entire home/apt,148
17419327,Residential hotel near Union Square SF room#2,115849,,Downtown/Civic Center,37.7877,-122.41211,Private room,70
17419803,Residential hotel near Union Square SF room #9,115849,,Downtown/Civic Center,37.7877,-122.41211,Private room,63
17420087,Residential hotel near Union Square SF room #3,115849,,Downtown/Civic Center,37.7877,-122.41211,Private room,63
17421876,Studio with backyard in lovely Victorian,61184414,,Excelsior,37.71641,-122.4364,Entire home/apt,106
17430696,The Suite! Large cozy studio with private entrance,117919835,,Outer Mission,37.72843,-122.45208,Entire home/apt,140
17433075,"Red Victorian - Private ensuite, Rose Garden",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,112
17434665,Large Modern Studio in Great Neighborhood,32614449,,West of Twin Peaks,37.74277,-122.45686,Entire home/apt,130
17438541,Charming 2 bedroom suit with private parking,77807259,,Outer Sunset,37.75199,-122.48473,Entire home/apt,244
17444930,Private Room w/ ensuite Bath & den,1291823,,Mission,37.75945,-122.42102,Private room,150
17444964,Experience Noe Valley from Stylish and Private House,34675376,,Noe Valley,37.75275,-122.4412,Entire home/apt,395
17445405,Affordable Room in San Francisco,40297300,,Bayview,37.72738,-122.372,Private room,53
17474556,"Garaged Parking, Dwell Magazine Home, Central SF",432070,,Western Addition,37.7744,-122.4341,Entire home/apt,380
17478285,Comfy Bed for Overnight Stay in SF,40297300,,Bayview,37.72921,-122.36986,Private room,53
17501002,Your SF adventure sojourn near Mission/Bernal,69222920,,Excelsior,37.72429,-122.41684,Entire home/apt,145
17508667,Private Room 301 in Hostel House,27123550,,Bayview,37.73341,-122.39008,Private room,57
17514911,Private Garden Retreat & Urban Farmstead,4346095,,Outer Mission,37.73209,-122.4398,Entire home/apt,186
17516202,Single Bed R-5 with Shared bath,50160697,,Downtown/Civic Center,37.78543,-122.41439,Private room,75
17533305,Peaceful 3 Bed in Central SF Location,4856574,,Mission,37.75816,-122.4129,Entire home/apt,400
17574138,Beautiful Golden Gate Heights Home,119352312,,Inner Sunset,37.75143,-122.46971,Entire home/apt,125
17576074,Comfy Bedroom in San Francisco ❤️,40297300,,Bayview,37.72756,-122.37184,Private room,56
17585947,Peaceful Zen Garden Flat to Charm and Recharge You,836116,,Outer Richmond,37.77726,-122.499298,Entire home/apt,335
17587530,Spacious Studio - Heart of the Marina ❤️ Reviews!,119481494,,Marina,37.79925,-122.43714,Entire home/apt,136
17606766,Bernabe bnb,119492097,,Outer Sunset,37.75188,-122.50371,Entire home/apt,185
17624771,"House with Parking, Yard and close to GG Park",119843344,,Noe Valley,37.7447,-122.43911,Entire home/apt,190
17626598,"Large, modern, sunny condo in the hip Mission.",1782540,,Mission,37.75889,-122.41027,Entire home/apt,400
17626794,Nob Hill bedroom #4,23719876,,Nob Hill,37.79092,-122.42124,Private room,76
17626927,Nob Hill single bedroom #3,23719876,,Nob Hill,37.79181,-122.41943,Private room,76
17642091,Audrey & Nick's Place,6641931,,Bernal Heights,37.74503,-122.41992,Entire home/apt,109
17642620,Nob Hill single bedroom #5,23719876,,Nob Hill,37.79193,-122.42138,Private room,76
17651619,"Room with bay windows, cable cars and the Wharf!",19584367,,North Beach,37.80512,-122.41524,Private room,48
17654489,Luxury home with stunning view,11071025,,Marina,37.80169,-122.4473,Entire home/apt,800
17695233,Private apartment 1 bd/1 ba in Mission,1291823,,Mission,37.76125,-122.42104,Entire home/apt,335
17696905,"Red Victorian - Private room w/sink, Golden Gate",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,90
17717979,Standard Double with shared bath,50160697,,Downtown/Civic Center,37.78533,-122.41411,Private room,89
17722015,Private Master bedroom & bath in the heart of SF,2209375,,Western Addition,37.78331,-122.44224,Private room,99
17723975,Private room in view home atop San Francisco,1934331,,West of Twin Peaks,37.73643,-122.45206,Private room,69
17731097,Red Victorian - Fire Bunk in shared Peacock Room,117141107,,Haight Ashbury,37.76944,-122.44992,Shared room,40
17731924,Modern Live/Work Condo in San Francisco w/ Parking,48005494,,South of Market,37.78209,-122.39066,Entire home/apt,319
17753503,"Nicely remodeled room, free parking in Bernal",71333862,,Bernal Heights,37.73553,-122.41278,Private room,70
17767353,"Red Victorian - Private room w/sink, Tea Garden",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,75
17767863,"Red Victorian - Private room w bath, Sunshine",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,95
17778664,Gorgeous Zen Sanctuary in the Heart of the City,4123335,,Presidio,37.78761,-122.46931,Entire home/apt,288
17794741,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78692,-122.40749,Private room,89
17794830,HERBERT Room with Hallway Bathroom,100390518,,Downtown/Civic Center,37.78678,-122.40925,Private room,89
17794868,HERBERT Room with Private Bathroom,100390518,,Downtown/Civic Center,37.78661,-122.40911,Private room,89
17807709,Historic Pac Heights  - month to month rental,67232897,,Pacific Heights,37.7972,-122.42564,Entire home/apt,800
17809833,Private entry & bathroom in lovely Bernal Heights!,3076837,,Bernal Heights,37.73676,-122.42317,Private room,110
17811571,Cozy and Private Bernal Heights Suite Near Cortland Avenue,15029266,,Bernal Heights,37.73753,-122.41729,Entire home/apt,110
17826404,Remodeled studio on hottest SF neighborhood!,5053610,,Western Addition,37.77684,-122.43875,Entire home/apt,81
17833058,Heart of North Beach - Private 1 BD/1BA,119674934,,North Beach,37.80251,-122.40691,Entire home/apt,120
17863112,Sunny Victorian Artist's home,290120,,Mission,37.75055,-122.41546,Entire home/apt,315
17865626,Great Haven in a Terrific Location,5944606,,Mission,37.76786,-122.42619,Entire home/apt,283
17925808,Mi casa tu casa BY THE BAY,122392376,,Marina,37.79977,-122.42607,Private room,80
17944621,"Red Victorian - Private room, Playground",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,78
17958677,Cosy Garden Studio in a Lovely Safe area,112104531,,Marina,37.80564,-122.44311,Entire home/apt,80
17965243,Bright and Modern Home in the Sunset w/ Parking,96309245,,Outer Sunset,37.75175,-122.50419,Entire home/apt,239
17977925,Phenomenal & Spacious Apartment w/Top Notch decor & furnishings,123485258,,Haight Ashbury,37.76871,-122.44806,Entire home/apt,799
17979286,Cozy Studio with Garden 20 minutes from SFO,7198062,,West of Twin Peaks,37.73333,-122.45911,Entire home/apt,134
17982304,Relaxed Apartment with a Patio in The Castro,10263963,,Castro/Upper Market,37.75893,-122.43801,Entire home/apt,300
17991554,5912- Master Suite with Bath near Golden Gate Park,9671092,,Outer Sunset,37.76507,-122.48066,Private room,80
18012201,Big Studio Flat near Golden Gate Park & UCSF,2872169,,Outer Sunset,37.76306,-122.47839,Entire home/apt,115
18012893,Cozy room with kitchen near Golden Gate Park/UCSF,2872169,,Outer Sunset,37.76462,-122.47862,Entire home/apt,105
18021096,Awesome Ocean View -1  BR & 1 BA,123920280,,Outer Richmond,37.7734,-122.50951,Private room,85
18037180,Gorgeous Serenity in the City with Views near Haight Ashbury Golden Gate Park,80544181,,Haight Ashbury,37.7737,-122.45116,Entire home/apt,725
18059324,Cozy single bedroom #3,23719876,,Nob Hill,37.79172,-122.41912,Private room,45
18059414,Richmond Cozy single bedroom #1,23719876,,Inner Richmond,37.78382,-122.4743,Private room,90
18061892,Room in Trendy Town-home  Sunny SF Shipyard Area,19241440,,Bayview,37.72705,-122.3718,Private room,95
18069283,"Quiet, Modern Room Available",27357569,,Bayview,37.70987,-122.38867,Private room,131
18077642,VICTORIAN HOME IN BEST SF AREA!,863433,,Pacific Heights,37.79145,-122.43393,Entire home/apt,990
18079104,Unwind in the Orient-Inspired Lounge with Elegant Molding,71182743,,Downtown/Civic Center,37.78737,-122.41624,Entire home/apt,120
18111498,Spacious in-law unit with private entry & lockbox.,124779213,,Bayview,37.73791,-122.39041,Entire home/apt,90
18140914,Bubbly Studio Apartment in a Noe Valley Victorian,125069867,,Noe Valley,37.75295,-122.43666,Entire home/apt,136
18153554,Cozy Single Bedroom 2-2,23719876,,Nob Hill,37.79245,-122.41983,Private room,60
18156135,Private One bedroom/one full bath,4997141,,Outer Sunset,37.76103,-122.50152,Entire home/apt,150
18184143,Top floor unit in the heart of the Castro,13103932,,Castro/Upper Market,37.76248,-122.43216,Entire home/apt,139
18195108,One Bedroom Apt in Haight Ashbury  A4,374909,,Haight Ashbury,37.76547,-122.44616,Entire home/apt,90
18199221,Beautiful 3 bdr Richmond Apt,304688,,Outer Richmond,37.77608,-122.47894,Entire home/apt,525
18207663,Castro Bedroom - good light / yard Share house,863303,,Noe Valley,37.75587,-122.43411,Private room,60
18209966,"Hip Alley Retreat, open plan loft 1BDR Deck.w/view",3273603,,Western Addition,37.77378,-122.4245,Entire home/apt,140
18212346,Large Edwardian home w/ parking; parks & museums,125735523,,Inner Richmond,37.78201,-122.47841,Entire home/apt,425
18221524,Spacious Studio in Lower Nob Hill,5529529,,Nob Hill,37.79017,-122.41397,Entire home/apt,85
18231981,"Sunny 1 Bedroom Condo Great Loc, Rincon Hill",125934684,,South of Market,37.78766,-122.39052,Entire home/apt,150
18238265,Mission Treehouse: Designer Home + Attached Garage,93042993,,Mission,37.76333,-122.4134,Entire home/apt,150
18274764,Classic Large Apartment in heart of Nob Hill,694309,,Nob Hill,37.79508,-122.41433,Entire home/apt,100
18286171,a  SFSU/Lakeshore beautiful 1bd/1ba private entran,62034618,,Lakeshore,37.7302,-122.49134,Private room,82
18314694,"Large Elegant Room, 2 Beds, Spacious Flat",123485258,,Haight Ashbury,37.76851,-122.44875,Private room,139
18328333,Remodeled 1BR/1BA in SOMA with W/D,8145777,,South of Market,37.77737,-122.40398,Entire home/apt,140
18333674,Residential hotel near Union Square SF room#4,115849,,Downtown/Civic Center,37.7877,-122.41211,Private room,70
18343676,The Mission Cottage,126934642,,Mission,37.75412,-122.40701,Entire home/apt,75
18345958,"Renovated Classic SF Home, 2 decks, Sweeping Views",652949,,Bernal Heights,37.74411,-122.41242,Entire home/apt,425
18348792,Lovely Mission Dolores Oasis - 1BR 1Bath w/Office,53898305,,Mission,37.76386,-122.4257,Entire home/apt,143
18349074,"Red Victorian - Private room w/4 beds, Poster Room",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,143
18355851,Bright Furnished Room on 22nd Ave with Queen Bed,5977346,,Outer Sunset,37.75772,-122.47921,Private room,65
18359884,Sunrise Garden Suite with Bedroom City/Bay View,9483729,,Castro/Upper Market,37.76697,-122.4391,Entire home/apt,332
18450146,Private Sunset Studio on the Hill,4624326,,Inner Sunset,37.75701,-122.47221,Entire home/apt,176
18450289,Walk everywhere from hip Mission District hideout,124237,,Mission,37.76779,-122.42107,Entire home/apt,234
18451025,Spectacular Views at Ocean View Terrace,1892430,,North Beach,37.80439,-122.40662,Entire home/apt,332
18459919,"DREAMFORCE / SALESFORCE - San Francisco, CA",85132,,Chinatown,37.79101,-122.40616,Private room,366
18464444,Chez Sanchez,7012008,,Noe Valley,37.74769,-122.43013,Entire home/apt,200
18470412,"SALESFORCE / DREAMFORCE - San Francisco, CA",85132,,Chinatown,37.79147,-122.40629,Private room,366
18471072,RSA in Downtown San Francisco,85132,,Chinatown,37.79121,-122.40779,Private room,366
18471840,DREAMFORCE / SALESFORCE  - San Francisco,85132,,Chinatown,37.79143,-122.40824,Private room,366
18472576,RSA in San Francisco,85132,,Chinatown,37.79167,-122.40655,Private room,366
18473036,San Francisco DREAMFORCE,85132,,Financial District,37.78943,-122.40608,Private room,366
18474596,RSA Accommodations - San Francisco,85132,,Chinatown,37.79104,-122.40793,Private room,366
18475014,RSA on Bush St in San Francisco,85132,,Financial District,37.78992,-122.40609,Private room,366
18475146,big room in san francisco,128144143,,Inner Richmond,37.78003,-122.46873,Private room,50
18488036,Modern flat in ultimate location,5532120,,Marina,37.80411,-122.44081,Entire home/apt,506
18492236,3 Bedroom City View Condo,128311917,,Twin Peaks,37.74835,-122.44566,Entire home/apt,192
18492603,2 Bedroom City View Condo,128311917,,Twin Peaks,37.74731,-122.44519,Entire home/apt,147
18492773,Ground Floor Studio with Parking,128311917,,Twin Peaks,37.74917,-122.44472,Entire home/apt,62
18504951,"❤ of SF's Hip Mission - Spacious, Comfortable Home",1357017,,Mission,37.76019,-122.42568,Entire home/apt,1080
18527258,Large Room with Patio - 宽敞的大房(有阳台),73070632,,Crocker Amazon,37.70951,-122.449,Private room,47
18528858,modern Family home w/ private garage & garden,312334,,Bayview,37.73133,-122.38639,Entire home/apt,206
18531983,SOMA PRIVATE ROOM,125934684,,South of Market,37.78711,-122.39111,Private room,111
18545465,Remodeled 2BR Close to Park - LIMITED FURNISHINGS,8145777,,Bernal Heights,37.73629,-122.42237,Entire home/apt,180
18546459,Room w/beautiful city view,73070632,,Outer Mission,37.71096,-122.44862,Private room,40
18548006,Hey you! Bayview! Private 1 bedroom apartment.,51078965,,Bayview,37.73138,-122.38296,Entire home/apt,125
18549735,"Modern, Private Apartment with Garden Walk-Out",4336135,,Western Addition,37.78738,-122.44205,Entire home/apt,140
18550910,Stylish Comfortable Room in Spacious Flat,123485258,,Haight Ashbury,37.77053,-122.44888,Private room,139
18567743,Wonderful Glen Park/Noe Valley Studio,71570278,,Glen Park,37.74063,-122.42691,Entire home/apt,175
18567881,Amazing Views - Entire Place,4106299,,North Beach,37.80172,-122.4035,Entire home/apt,250
18582383,Noe/Castro two-bedroom penthouse apartment,2721813,,Noe Valley,37.7537,-122.43341,Entire home/apt,115
18584924,kid friendly quiet room w/ garage parking,312334,,Bayview,37.73052,-122.38783,Private room,65
18587279,"Cozy, private suite with separate entrance.",5020253,,Bayview,37.73498,-122.38877,Entire home/apt,85
18602265,Beach Getaway:   Spacious Studio w/Kitchenette,795382,,Outer Sunset,37.75903,-122.49855,Entire home/apt,155
18615032,Cozy Guest Suite in Great Location,9314255,,Castro/Upper Market,37.76454,-122.43476,Entire home/apt,189
18669935,Eclectic & Artsy Light Filled 1 Bedroom Apt,17136474,,Western Addition,37.78353,-122.44664,Entire home/apt,235
18690689,Beautiful Private Bedroom in SF Ship Yard Area,19241440,,Bayview,37.72693,-122.3706,Private room,70
18703571,Alamo Square - Sunny very LARGE room,130021995,,Western Addition,37.77759,-122.42883,Private room,145
18705200,Alamo Square - Beautiful bedroom in 1879 Victorian,130021995,,Western Addition,37.77757,-122.43088,Private room,125
18705743,Alamo Square - A nice cozy room,130021995,,Western Addition,37.77941,-122.43142,Private room,115
18718406,Dolores Park,58350764,,Castro/Upper Market,37.76165,-122.42766,Entire home/apt,10
18732664,Studio with a view and easy access to all of SF,2074140,,Potrero Hill,37.75446,-122.39861,Entire home/apt,65
18735080,Huge one bedroom.,231825,,Russian Hill,37.80219,-122.4158,Entire home/apt,145
18737830,Private 4-rm suite in heart of Mission District,130349538,,Mission,37.75574,-122.41843,Private room,130
18737995,Charming Ocean View 2BR - Beach/GGPark/Yard/Wifi,55550031,,Outer Sunset,37.75959,-122.49708,Entire home/apt,249
18738360,Stylish Living Overlooking Golden Gate Park,114601830,,Outer Sunset,37.76358,-122.49363,Entire home/apt,110
18753198,Stunning Noe Family Friendly House - Enhanced Cleaning,130467604,,Noe Valley,37.74966,-122.43774,Entire home/apt,950
18757990,NEW High-End Pacific Heights Private Suite,9956229,,Pacific Heights,37.78876,-122.44591,Entire home/apt,267
18776764,2 Bedroom Home in Sunset District,130667064,,Parkside,37.74404,-122.50195,Entire home/apt,126
18778187,Nice apartment 3 blocks from Golden Gate Park,17013917,,Outer Richmond,37.77957,-122.4842,Entire home/apt,120
18780199,Luxury Skyline Studio near the Bay Bridge,78721075,,South of Market,37.78833,-122.3913,Entire home/apt,280
18794629,"Red Victorian - Private room for 4, Friends Room",117141107,,Haight Ashbury,37.76944,-122.44992,Private room,115
18809842,"Cozy, Modern, Quiet SF Retreat by BART + Parking.",4346095,,Outer Mission,37.73228,-122.43857,Entire home/apt,186
18810290,Stroll to Golden Gate Park from a Chic Guest Suite,129618781,,Inner Sunset,37.76059,-122.47674,Entire home/apt,169
18828466,Real SF: renovated gem,1964901,,Bayview,37.73333,-122.39363,Entire home/apt,175
18840775,81c Parkside sunny new Master-ensuite w/Ocean View,131200418,,Parkside,37.7428,-122.4756,Private room,53
18840939,Parkside private sunny rm-w/private ba. n entrance,131200418,,Parkside,37.74411,-122.47555,Private room,57
18851429,Modern Luxury Condo in Pacific Heights,131316530,,Pacific Heights,37.79677,-122.42824,Entire home/apt,750
18853563,Nob Hill Jewel Box,12703126,,Chinatown,37.79206,-122.40817,Entire home/apt,80
18856637,Lovely Room near Golden Gate Park,4139079,,Outer Sunset,37.7604,-122.48375,Private room,70
18856887,Central SOMA apt with access to sunny roof deck,12128319,,South of Market,37.775761,-122.406944,Entire home/apt,99
18873809,Clean & Private Family Guest Suite near the Beach,20137018,,Parkside,37.74433,-122.50363,Entire home/apt,200
18874472,Room inside of house,131502074,,Outer Sunset,37.74699,-122.47593,Private room,85
18874655,Spacious and Charming Russian Hill 1 Bedroom,13832870,,Russian Hill,37.80485,-122.42075,Entire home/apt,144
18878559,Private Room Full Size Bed 1,59258209,,Lakeshore,37.72963,-122.48909,Private room,55
18898768,Guerrero St. Getaway,80126102,,Mission,37.75031,-122.42371,Private room,125
18900978,2 Private & modern Guest BR + 1 BA in Hayes Valley,71409219,,Downtown/Civic Center,37.77676,-122.42275,Private room,250
18916029,Fun and Chic Apartment with Spectacular Outside Living Room,33242464,,Bernal Heights,37.73354,-122.4228,Entire home/apt,189
18926777,"Heart of South Beach, your own private room!",6262569,,Financial District,37.78904,-122.39236,Private room,199
18931048,Victorian in the heart of Castro,43695190,,Castro/Upper Market,37.76342,-122.4327,Private room,141
18971467,Professionally Designed and Furnished Three Bedroom Home,102973,,Haight Ashbury,37.77593,-122.43919,Entire home/apt,995
18981477,"Huge 3-rm luxury suite! Private, safe, quiet.",6622828,,Pacific Heights,37.79213,-122.44256,Entire home/apt,280
18986977,Artist Bohemian home w/Chef Kitchen in Noe Valley.,123065159,,Noe Valley,37.75304,-122.43629,Private room,85
19012658,Beautiful sunny apartment near Dolores Park!,87315309,,Noe Valley,37.75568,-122.42606,Private room,57
19014320,Garden Cottage in Vibrant Mission District,49354377,,Mission,37.75213,-122.4129,Entire home/apt,90
19023994,SOMA - Market St - 1BED - 1 BATH with Parking,38836,,South of Market,37.78037,-122.40999,Entire home/apt,104
19026673,Sunny sunset view room-UCSF/USF - San Francisco,21994,,Haight Ashbury,37.7658,-122.45223,Private room,65
19029310,Monthly Piravte Room-Shared Bath near Downtown !1,6683937,,South of Market,37.78074,-122.411,Private room,60
19038261,Monthly Piravte Room-Shared Bath near Downtown !2,6683937,,South of Market,37.78209,-122.40905,Private room,60
19050152,Enjoy 3 Bedrooms & 3 Baths in Large Home,53220441,,Bayview,37.73439,-122.387894,Entire home/apt,288
19055239,"Restoration Hardware Decor, W/D, D/W, 21' Deck",5735614,,Outer Richmond,37.78117,-122.47997,Entire home/apt,129
19073405,Private Room near the Beach and Golden Gate Park,4139079,,Outer Sunset,37.76147,-122.48583,Private room,75
19084255,San Francisco Private Room,133268096,,Bayview,37.73545,-122.39639,Private room,70
19086077,Bright Sunny House Next to UCSF Mission Bay 2S,17459345,,Potrero Hill,37.76307,-122.39585,Private room,120
19105532,Spacious 2br flat in Noe Valley w/ city&bay view,12328050,,Noe Valley,37.7485,-122.43333,Entire home/apt,200
19121342,Charming Golden Gate Park Home,5317770,,Haight Ashbury,37.77001,-122.4534,Entire home/apt,180
19140351,"Bright 2BR retreat steps from
Golden Gate Park!",3773599,,Inner Richmond,37.77383,-122.47335,Entire home/apt,335
19144925,LUXE URBAN LOFT IN THE HEART OF SF,602488,,Downtown/Civic Center,37.78369,-122.40893,Entire home/apt,250
19150623,Outer Sunset Home ⭐️ Sleeps 6 ⭐️ Parking ⭐️ W/D ⭐️,133894957,,Parkside,37.74551,-122.49066,Entire home/apt,325
19157494,Russian Hill Treasure,253839,,Marina,37.80142,-122.4247,Entire home/apt,190
19163190,Dreamforce gem: 3BR+ home in charming SF village,134008463,,Bernal Heights,37.73445,-122.41832,Entire home/apt,425
19175066,Dolores Park - Mission 18th Street - 1BED - 1 BATH,38836,,Mission,37.76296,-122.42,Entire home/apt,76
19178420,Rose Green Cottage,127367,,Bernal Heights,37.7345,-122.42515,Entire home/apt,130
19185162,2BR/1BA Home in Sunny Portola,234409,,Excelsior,37.7308,-122.41583,Entire home/apt,295
19194530,Newly renovated garden studio,4943590,,Bayview,37.72024,-122.3898,Private room,112
19206648,Monthly Piravte Room-Shared Bath near Downtown !4,6683937,,Downtown/Civic Center,37.78272,-122.41081,Private room,60
19236728,Studio at Donatello Hotel near Union Square,47514427,,Downtown/Civic Center,37.78784,-122.41036,Private room,187
19236730,Studio at Donatello Hotel near Union Square,47514427,,Downtown/Civic Center,37.78784,-122.41036,Private room,187
19240799,"Panoramic SF views, spacious indoor, outdoor home",134711248,,Castro/Upper Market,37.75789,-122.43059,Entire home/apt,239
19270270,Sunny Mediterranean Apt in Noe Valley,6295982,,Noe Valley,37.75355,-122.42707,Entire home/apt,199
19307356,"Pacific Ocean Views and Sunsets, centrally located",1264413,,Parkside,37.74838,-122.47307,Entire home/apt,300
19311418,Loft with Chic Open Space,48005494,,South of Market,37.77888,-122.39671,Entire home/apt,136
19316565,Comfortable Hotel Style Suite in Union Square,115809271,,Chinatown,37.79058,-122.40801,Hotel room,75
19329448,Private Pac Heights Studio w Piano 1 Block to Park,4106485,,Pacific Heights,37.79198,-122.42855,Entire home/apt,95
19331975,Private Loft and Free Parking in Charming SF Home,135420210,,Ocean View,37.72002,-122.45248,Private room,98
19332338,The Hyde Out- Prime Large Flat 5bed/3bath Nob Hill,75323230,,Nob Hill,37.79142,-122.41726,Entire home/apt,430
