id,host_neighbourhood,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,state,zipcode,market,smart_location,latitude,longitude,price
32703575,Downtown,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.788,-122.41024,100.00
32703576,Downtown,"San Francisco, CA, United States",Union Square,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78657,-122.40967,100.00
32703577,Downtown,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78744,-122.41133,100.00
32703814,Downtown,"San Francisco, CA, United States",Union Square,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78737,-122.40933,100.00
32712890,Outer Sunset,"San Francisco, CA, United States",Outer Sunset,Outer Sunset,,CA,94116,San Francisco,"San Francisco, CA",37.7482,-122.48932,88.00
32716086,Glen Park,"San Francisco, CA, United States",Glen Park,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.73604,-122.43615,110.00
32716394,Glen Park,"San Francisco, CA, United States",Glen Park,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.73711,-122.42758,1000.00
32716563,Anaheim,"San Francisco, CA, United States",Union Square,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78713,-122.40942,199.00
32716669,SoMa,"San Francisco, CA, United States",SoMa,Financial District,,CA,94105,San Francisco,"San Francisco, CA",37.7879,-122.39384,250.00
32717018,Anaheim,"San Francisco, CA, United States",Fisherman''s Wharf,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.80519,-122.42037,189.00
32717493,Anaheim,"San Francisco, CA, United States",Fisherman''s Wharf,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.80628,-122.42017,189.00
32717828,SoMa,"San Francisco, CA, United States",SoMa,Financial District,,CA,94105,San Francisco,"San Francisco, CA",37.78817,-122.39444,237.00
32717831,SoMa,"San Francisco, CA, United States",SoMa,Financial District,,CA,94105,San Francisco,"San Francisco, CA",37.78778,-122.39426,141.00
32718415,Parkside,"San Francisco, CA, United States",Inner Sunset,Parkside,,CA,94116,San Francisco,"San Francisco, CA",37.73958,-122.47107,75.00
32721584,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77859,-122.4924,280.00
32723815,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76396,-122.43568,250.00
32724526,,"San Francisco, CA, United States",Glen Park,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.73831,-122.42768,98.00
32725950,Inner Sunset,"San Francisco, CA, United States",Inner Sunset,Inner Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.76416,-122.4592,195.00
32726099,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74064,-122.41407,140.00
32726229,Bayview,"San Francisco, CA, United States",Bayview,Bayview,,CA,94124,San Francisco,"San Francisco, CA",37.72031,-122.39369,51.00
32727287,Ingleside,"San Francisco, CA, United States",Ingleside,Ocean View,,CA,94112,San Francisco,"San Francisco, CA",37.72042,-122.45838,160.00
32727389,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74018,-122.4173,150.00
32740903,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.74636,-122.40856,275.00
32742549,Cole Valley,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.766,-122.44815,300.00
32744842,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77445,-122.50441,350.00
32745068,Inner Sunset,"San Francisco, CA, United States",Inner Sunset,Inner Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.76293,-122.46884,139.00
32746244,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77577,-122.48729,440.00
32747602,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94118,San Francisco,"San Francisco, CA",37.77859,-122.47643,235.00
32748841,Ingleside,"San Francisco, CA, United States",Ingleside,Ocean View,,CA,94112,San Francisco,"San Francisco, CA",37.7205,-122.45154,57.00
32749634,Noe Valley,"San Francisco, CA, United States",Noe Valley,Glen Park,,CA,94131,San Francisco,"San Francisco, CA",37.74185,-122.42977,125.00
32766126,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77084,-122.44908,179.00
32766699,Marina,"San Francisco, CA, United States",Marina,Marina,,CA,94123,San Francisco,"San Francisco, CA",37.80359,-122.4442,283.00
32769581,Sunnyside,"San Francisco, CA, United States",Sunnyside,Outer Mission,,CA,94131,San Francisco,"San Francisco, CA",37.73184,-122.44322,250.00
32770430,Parkside,"San Francisco, CA, United States",Parkside,Parkside,,CA,94116,San Francisco,"San Francisco, CA",37.74333,-122.47939,199.00
32783075,Sunnyside,"San Francisco, CA, United States",Sunnyside,Outer Mission,,CA,94131,San Francisco,"San Francisco, CA",37.73165,-122.44107,110.00
32784631,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78008,-122.4417,195.00
32786479,Nob Hill,"San Francisco, CA, United States",Nob Hill,Nob Hill,,CA,94109,San Francisco,"San Francisco, CA",37.79013,-122.41684,155.00
32788121,Chinatown,"San Francisco, CA, United States",Union Square,Downtown/Civic Center,,CA,94108,San Francisco,"San Francisco, CA",37.78976,-122.40784,60.00
32789669,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73929,-122.41697,115.00
32792232,Lower Haight,"San Francisco, CA, United States",Hayes Valley,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.772,-122.43367,295.00
32793845,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.7824,-122.47738,560.00
32794111,South Lake Tahoe,"San Francisco, CA, United States",Western Addition/NOPA,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.7775,-122.42178,69.00
32795849,Crocker Amazon,"San Francisco, CA, United States",Crocker Amazon,Crocker Amazon,,CA,94112,San Francisco,"San Francisco, CA",37.70866,-122.43679,50.00
32804733,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94115,San Francisco,"San Francisco, CA",37.79234,-122.44141,102.00
32811695,Russian Hill,"San Francisco, CA, United States",Russian Hill,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.79751,-122.42052,362.00
32812271,Pacific Heights,"San Francisco, CA, United States",Fisherman''s Wharf,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.80477,-122.42302,1000.00
32813435,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94118,San Francisco,"San Francisco, CA",37.78364,-122.46299,84.00
32822227,Anaheim,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.7887,-122.40958,199.00
32823963,Anaheim,"San Francisco, CA, United States",Fisherman''s Wharf,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.80631,-122.42015,189.00
32824201,Oceanview,"San Francisco, CA, United States",Oceanview,Ocean View,,CA,94132,San Francisco,"San Francisco, CA",37.71471,-122.46839,125.00
32836816,Brisbane,"San Francisco, CA, United States",Visitacion Valley,Visitacion Valley,,CA,94134,San Francisco,"San Francisco, CA",37.71545,-122.40071,148.00
32837475,South Beach,"San Francisco, CA, United States",South Beach,South of Market,,CA,94105,San Francisco,"San Francisco, CA",37.78649,-122.39177,350.00
32838123,,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94118,San Francisco,"San Francisco, CA",37.77608,-122.46988,201.00
32838127,,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.77724,-122.50268,140.00
32838139,,"San Francisco , CA, United States",Pacific Heights,Pacific Heights,,CA,94115,San Francisco,"San Francisco , CA",37.78928,-122.43755,138.00
32838142,,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94115,San Francisco,"San Francisco, CA",37.78906,-122.4363,138.00
32838150,,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94114,San Francisco,"San Francisco, CA",37.74905,-122.42778,163.00
32838203,,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.77012,-122.44241,138.00
32842243,Noe Valley,"San Francisco, CA, United States",Tenderloin,Downtown/Civic Center,,CA,94109,San Francisco,"San Francisco, CA",37.78621,-122.41476,105.00
32845190,Noe Valley,"San Francisco, CA, United States",Tenderloin,Downtown/Civic Center,,CA,94109,San Francisco,"San Francisco, CA",37.78472,-122.41483,125.00
32847389,Inner Sunset,"San Francisco, CA, United States",Inner Sunset,Inner Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.76059,-122.46309,140.00
32861856,Anaheim,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78765,-122.40992,199.00
32866238,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94114,San Francisco,"San Francisco, CA",37.75303,-122.4382,109.00
32867573,SoMa,"San Francisco, CA, United States",SoMa,South of Market,,CA,94103,San Francisco,"San Francisco, CA",37.77672,-122.4141,119.00
32869691,Nob Hill,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.759,-122.42306,140.00
32870699,Anaheim,"San Francisco, CA, United States",Fisherman''s Wharf,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.80631,-122.42108,189.00
32871760,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75547,-122.42121,200.00
32872195,SoMa,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.7768,-122.43427,222.00
32872247,SoMa,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77703,-122.43295,217.00
32872366,Potrero Hill,"San Francisco, CA, United States",Financial District,Financial District,,CA,,San Francisco,"San Francisco, CA",37.79603,-122.39904,204.00
32872373,SoMa,"San Francisco, CA, United States",Alamo Square,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77658,-122.43412,195.00
32872463,SoMa,"San Francisco, CA, United States",Alamo Square,Western Addition,,CA,94117,San Francisco,"San Francisco, CA",37.77809,-122.43248,214.00
32877823,Twin Peaks,"San Francisco, CA, United States",Russian Hill,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.79964,-122.42144,255.00
32890587,Cambridge,"San Francisco, CA, United States",South Beach,South of Market,,CA,94107,San Francisco,"San Francisco, CA",37.78285,-122.39051,283.00
32891103,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76149,-122.43334,125.00
32891490,Inner Sunset,"San Francisco, CA, United States",Inner Sunset,Inner Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.7622,-122.47592,300.00
32894381,Potrero Hill,"San Francisco, CA, United States",SoMa,South of Market,,CA,,San Francisco,"San Francisco, CA",37.78592,-122.39586,170.00
