id,neighbourhood_group,neighbourhood,latitude,longitude,2019price,year
21794,Manhattan,Chelsea,40.74008,-74.00271,98,2019
22911,Brooklyn,Bedford-Stuyvesant,40.68413,-73.92357,125,2019
22918,Manhattan,Harlem,40.82279,-73.95139,60,2019
23135,Brooklyn,Carroll Gardens,40.67967,-74.00154,175,2019
23501,Manhattan,Washington Heights,40.83927,-73.94281,65,2019
23686,Manhattan,West Village,40.73096,-74.00319,500,2019
24143,Brooklyn,Williamsburg,40.71332,-73.94177,101,2019
24285,Brooklyn,Park Slope,40.66941,-73.98109,220,2019
25235,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92377,125,2019
25406,Brooklyn,Williamsburg,40.71459,-73.94844,80,2019
25696,Manhattan,Harlem,40.8092,-73.94421,100,2019
26012,Brooklyn,Gowanus,40.68157,-73.98989,200,2019
26362,Manhattan,Hell's Kitchen,40.75527,-73.99291,59,2019
26520,Brooklyn,Clinton Hill,40.68698,-73.96572,125,2019
26559,Manhattan,East Village,40.7288,-73.98192,140,2019
26785,Brooklyn,South Slope,40.66853,-73.98912,120,2019
26933,Manhattan,East Village,40.7254,-73.98157,350,2019
26954,Manhattan,Kips Bay,40.74294,-73.98009,199,2019
26969,Brooklyn,Williamsburg,40.71942,-73.95748,325,2019
27006,Manhattan,Upper West Side,40.77823,-73.97637,235,2019
27385,Manhattan,East Village,40.72555,-73.97965,225,2019
27531,Brooklyn,South Slope,40.66831,-73.98604,99,2019
27644,Manhattan,Harlem,40.82754,-73.94919,170,2019
27659,Brooklyn,South Slope,40.66499,-73.97925,400,2019
27759,Manhattan,Upper West Side,40.77842,-73.97556,170,2019
27883,Manhattan,East Village,40.72245,-73.98527,100,2019
28321,Brooklyn,Prospect-Lefferts Gardens,40.65593,-73.96053,75,2019
28396,Brooklyn,Williamsburg,40.71923,-73.96468,90,2019
28907,Manhattan,Upper East Side,40.778,-73.94822,150,2019
29012,Manhattan,Washington Heights,40.85879,-73.93128,85,2019
29013,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,70,2019
29455,Manhattan,Harlem,40.81618,-73.94894,120,2019
29628,Brooklyn,Clinton Hill,40.68414,-73.96351,89,2019
29683,Manhattan,East Village,40.72392,-73.99143,185,2019
30031,Brooklyn,Greenpoint,40.73494,-73.9503,50,2019
30927,Manhattan,Lower East Side,40.71341,-73.98856,105,2019
31130,Manhattan,Hell's Kitchen,40.76754,-73.98399,130,2019
31555,Manhattan,West Village,40.73442,-74.00303,115,2019
31902,Brooklyn,Flatlands,40.63188,-73.93248,77,2019
31994,Brooklyn,Clinton Hill,40.6873,-73.9634,76,2019
32023,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,125,2019
32037,Brooklyn,Clinton Hill,40.6863,-73.96765,135,2019
32100,Brooklyn,Greenpoint,40.73409,-73.95348,250,2019
32289,Brooklyn,Williamsburg,40.71561,-73.94835,199,2019
32331,Brooklyn,Cobble Hill,40.6857,-73.99183,140,2019
32363,Queens,Flushing,40.74028,-73.83168,140,2019
32965,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,115,2019
32969,Brooklyn,Williamsburg,40.71596,-73.93938,160,2019
33009,Brooklyn,Williamsburg,40.71492,-73.95935,195,2019
33014,Manhattan,East Village,40.72354,-73.98295,195,2019
33223,Brooklyn,Williamsburg,40.71165,-73.96087,80,2019
34760,Brooklyn,Fort Greene,40.69101,-73.97312,44,2019
35526,Manhattan,West Village,40.73474,-74.00101,156,2019
36121,Brooklyn,Prospect Heights,40.67386,-73.96641,85,2019
36133,Brooklyn,Williamsburg,40.71536,-73.96057,125,2019
36442,Brooklyn,Prospect Heights,40.6741,-73.96595,115,2019
36647,Manhattan,East Harlem,40.79295,-73.93997,69,2019
36703,Manhattan,West Village,40.73226,-74.00401,225,2019
36934,Brooklyn,Williamsburg,40.71363,-73.96398,125,2019
38638,Manhattan,Upper East Side,40.77711,-73.9527,219,2019
38663,Brooklyn,Boerum Hill,40.68559,-73.98094,475,2019
39267,Manhattan,Upper East Side,40.77456,-73.95323,99,2019
39282,Brooklyn,Williamsburg,40.71088,-73.95055,69,2019
39593,Queens,Sunnyside,40.74559,-73.92313,79,2019
39704,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,135,2019
40039,Brooklyn,DUMBO,40.70207,-73.98571,250,2019
40453,Manhattan,Upper East Side,40.76123,-73.9642,250,2019
41348,Brooklyn,Gowanus,40.66858,-73.99083,250,2019
41513,Manhattan,Harlem,40.82704,-73.94907,80,2019
42580,Brooklyn,Clinton Hill,40.68843,-73.96408,70,2019
42729,Brooklyn,Carroll Gardens,40.6783,-74.00135,165,2019
42882,Staten Island,St. George,40.64524,-74.08088,70,2019
43957,Brooklyn,Bushwick,40.70641,-73.91765,50,2019
44096,Bronx,Highbridge,40.83232,-73.93184,40,2019
44161,Brooklyn,Williamsburg,40.71045,-73.9677,150,2019
44212,Manhattan,East Village,40.72518,-73.98034,125,2019
44221,Manhattan,Financial District,40.70666,-74.01374,196,2019
44229,Brooklyn,Fort Greene,40.69098,-73.97113,110,2019
44288,Manhattan,West Village,40.73756,-74.00405,170,2019
44506,Manhattan,Harlem,40.81526,-73.94791,165,2019
45393,Manhattan,West Village,40.73423,-74.0046,150,2019
45542,Manhattan,Harlem,40.82374,-73.9373,100,2019
45556,Brooklyn,Fort Greene,40.68863,-73.97691,65,2019
45910,Queens,Ridgewood,40.70382,-73.89797,350,2019
45936,Manhattan,Morningside Heights,40.80549,-73.95924,99,2019
45940,Brooklyn,Williamsburg,40.71627,-73.9587,200,2019
46544,Brooklyn,Park Slope,40.67994,-73.97863,150,2019
46723,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,90,2019
46911,Brooklyn,Prospect Heights,40.67868,-73.97307,120,2019
47199,Manhattan,Upper East Side,40.76834,-73.95334,75,2019
47362,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,175,2019
47370,Manhattan,Chelsea,40.74031,-73.99999,125,2019
47926,Manhattan,Hell's Kitchen,40.76307,-73.99665,275,2019
48719,Manhattan,Lower East Side,40.71882,-73.98852,299,2019
50447,Brooklyn,South Slope,40.6693,-73.98804,135,2019
51438,Manhattan,Upper East Side,40.77333,-73.95199,130,2019
51485,Manhattan,Lower East Side,40.72319,-73.99201,83,2019
51572,Manhattan,Chelsea,40.74859,-73.99671,123,2019
51850,Queens,Jamaica,40.67252,-73.76597,55,2019
53137,Manhattan,Hell's Kitchen,40.76244,-73.99271,195,2019
53196,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,80,2019
53469,Queens,Middle Village,40.71722,-73.87856,98,2019
53470,Queens,Ridgewood,40.70234,-73.89816,140,2019
53477,Queens,Middle Village,40.71546,-73.87854,265,2019
54158,Brooklyn,Williamsburg,40.7195,-73.95976,249,2019
54453,Manhattan,Hell's Kitchen,40.76548,-73.98474,105,2019
54466,Manhattan,Harlem,40.80234,-73.95603,200,2019
54508,Brooklyn,Prospect Heights,40.6787,-73.97262,100,2019
54544,Manhattan,Harlem,40.81035,-73.94598,121,2019
54626,Bronx,Highbridge,40.83075,-73.93058,45,2019
54860,Manhattan,East Harlem,40.79958,-73.94275,100,2019
55467,Brooklyn,Williamsburg,40.71625,-73.93845,140,2019
55498,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,71,2019
55668,Manhattan,NoHo,40.72773,-73.99134,130,2019
55737,Manhattan,West Village,40.72861,-74.0049,199,2019
55959,Brooklyn,Williamsburg,40.70979,-73.95162,69,2019
55982,Brooklyn,Fort Greene,40.68656,-73.97525,68,2019
56467,Manhattan,East Village,40.72752,-73.98432,130,2019
56525,Brooklyn,Greenpoint,40.729,-73.95829,195,2019
56859,Manhattan,Harlem,40.81219,-73.94499,64,2019
57166,Queens,Ditmars Steinway,40.77185,-73.90502,140,2019
57297,Brooklyn,Cobble Hill,40.68926,-73.99386,159,2019
57468,Manhattan,East Village,40.72821,-73.98701,189,2019
57618,Manhattan,Hell's Kitchen,40.7672,-73.98508,250,2019
57740,Manhattan,East Village,40.73012,-73.99053,239,2019
57754,Manhattan,Flatiron District,40.7403,-73.98498,305,2019
57874,Manhattan,Harlem,40.80931,-73.94343,155,2019
58059,Manhattan,Harlem,40.8251,-73.94287,60,2019
58062,Brooklyn,Windsor Terrace,40.6585,-73.98397,135,2019
58467,Manhattan,Roosevelt Island,40.76193,-73.9501,120,2019
59014,Manhattan,Lower East Side,40.72052,-73.98589,150,2019
59121,Queens,Ridgewood,40.70411,-73.89934,140,2019
59642,Brooklyn,Greenpoint,40.73401,-73.95967,135,2019
59709,Manhattan,Chinatown,40.71756,-73.99503,250,2019
59855,Manhattan,Midtown,40.7589,-73.96991,250,2019
60164,Manhattan,SoHo,40.72003,-74.00262,500,2019
60457,Manhattan,Greenwich Village,40.73194,-73.99474,225,2019
60611,Manhattan,East Harlem,40.79163,-73.94573,125,2019
60666,Manhattan,Harlem,40.8118,-73.94434,92,2019
60673,Manhattan,Harlem,40.81583,-73.94707,175,2019
60680,Manhattan,East Village,40.72654,-73.98049,99,2019
60794,Manhattan,Upper West Side,40.80021,-73.96071,195,2019
60948,Manhattan,East Harlem,40.80942,-73.93936,140,2019
61167,Manhattan,Little Italy,40.71961,-73.9954,135,2019
61224,Manhattan,Chelsea,40.74358,-74.00027,500,2019
61406,Manhattan,Harlem,40.80335,-73.9575,80,2019
61492,Manhattan,Chinatown,40.71445,-73.9908,120,2019
61509,Manhattan,Midtown,40.75749,-73.96897,110,2019
62095,Brooklyn,East Flatbush,40.64446,-73.9503,65,2019
62427,Manhattan,East Village,40.7268,-73.99079,130,2019
62430,Brooklyn,Bushwick,40.688,-73.9171,99,2019
62452,Staten Island,Tompkinsville,40.63536,-74.08537,36,2019
62461,Staten Island,Tompkinsville,40.63627,-74.08543,37,2019
62787,Staten Island,Tompkinsville,40.63518,-74.08546,37,2019
62891,Manhattan,East Village,40.72477,-73.98161,175,2019
62903,Manhattan,Chelsea,40.74238,-73.99567,205,2019
62925,Brooklyn,Greenpoint,40.72945,-73.95511,285,2019
63299,Brooklyn,Williamsburg,40.70763,-73.95177,59,2019
63320,Staten Island,Tompkinsville,40.63481,-74.08519,36,2019
63360,Queens,Astoria,40.75384,-73.91433,99,2019
63546,Brooklyn,Kensington,40.64106,-73.97426,39,2019
63573,Brooklyn,Park Slope,40.66793,-73.98327,60,2019
63588,Bronx,Clason Point,40.81309,-73.85514,90,2019
63610,Bronx,Eastchester,40.88057,-73.83572,105,2019
63657,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,135,2019
63693,Manhattan,East Village,40.72185,-73.98246,390,2019
63719,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,70,2019
63913,Manhattan,Inwood,40.86648,-73.9263,75,2019
64000,Brooklyn,Williamsburg,40.7069,-73.95467,60,2019
64015,Manhattan,East Village,40.72807,-73.98594,200,2019
64107,Brooklyn,Crown Heights,40.6778,-73.94339,100,2019
64277,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,70,2019
64314,Brooklyn,Crown Heights,40.6761,-73.9529,110,2019
64365,Brooklyn,Crown Heights,40.67586,-73.95155,60,2019
64707,Manhattan,Little Italy,40.71702,-73.99811,90,2019
64837,Manhattan,East Village,40.72321,-73.98157,68,2019
65019,Manhattan,Upper West Side,40.77956,-73.98098,115,2019
65268,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,75,2019
65556,Brooklyn,Williamsburg,40.71368,-73.9626,60,2019
65562,Manhattan,East Village,40.72956,-73.98158,129,2019
65615,Brooklyn,Williamsburg,40.71069,-73.95175,130,2019
65660,Brooklyn,Williamsburg,40.70863,-73.94641,95,2019
65813,Manhattan,Harlem,40.82888,-73.94307,75,2019
65834,Brooklyn,Park Slope,40.67319,-73.97323,175,2019
66008,Brooklyn,Carroll Gardens,40.67846,-73.99443,190,2019
66026,Brooklyn,Crown Heights,40.6715,-73.94808,49,2019
66251,Manhattan,East Village,40.72681,-73.98534,212,2019
66275,Manhattan,Lower East Side,40.71904,-73.99392,95,2019
66451,Brooklyn,Williamsburg,40.71031,-73.9583,140,2019
66718,Manhattan,Harlem,40.81322,-73.95306,135,2019
66741,Brooklyn,Park Slope,40.67732,-73.98225,150,2019
66974,Brooklyn,Gowanus,40.68076,-73.9896,190,2019
67288,Manhattan,East Harlem,40.79603,-73.94903,124,2019
67299,Brooklyn,Williamsburg,40.71492,-73.96282,135,2019
67397,Manhattan,Morningside Heights,40.80393,-73.95838,122,2019
68099,Manhattan,Upper West Side,40.80082,-73.9652,109,2019
68305,Manhattan,Harlem,40.82976,-73.94867,85,2019
68403,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,145,2019
68735,Manhattan,Upper West Side,40.78971,-73.9729,195,2019
68765,Brooklyn,Carroll Gardens,40.67817,-73.99495,250,2019
68900,Brooklyn,Greenpoint,40.73119,-73.95578,125,2019
68974,Manhattan,Little Italy,40.71943,-73.99627,575,2019
69894,Manhattan,Upper West Side,40.78,-73.98249,150,2019
69921,Brooklyn,Bushwick,40.70514,-73.91922,70,2019
70095,Manhattan,Inwood,40.86713,-73.92811,90,2019
70128,Manhattan,East Village,40.73198,-73.98881,65,2019
70609,Manhattan,East Village,40.72542,-73.97986,500,2019
71010,Manhattan,Washington Heights,40.83494,-73.93869,250,2019
71248,Manhattan,Chinatown,40.71659,-73.98945,125,2019
71366,Manhattan,West Village,40.72966,-74.00243,200,2019
71384,Brooklyn,Greenpoint,40.72898,-73.95552,229,2019
71812,Bronx,Kingsbridge,40.87207,-73.90193,90,2019
72190,Manhattan,Upper West Side,40.77728,-73.97818,110,2019
72265,Brooklyn,Greenpoint,40.72646,-73.95341,59,2019
74073,Brooklyn,Williamsburg,40.71015,-73.96101,195,2019
74240,Brooklyn,Williamsburg,40.71903,-73.9597,169,2019
74333,Manhattan,East Harlem,40.80892,-73.93985,113,2019
74404,Manhattan,Harlem,40.80276,-73.9567,250,2019
74680,Queens,Astoria,40.77635,-73.93426,115,2019
74860,Brooklyn,Greenpoint,40.72488,-73.95018,55,2019
75193,Brooklyn,Williamsburg,40.71398,-73.95763,69,2019
75635,Manhattan,Lower East Side,40.71876,-73.98394,150,2019
76761,Brooklyn,South Slope,40.66552,-73.99019,169,2019
77765,Brooklyn,Greenpoint,40.73749,-73.95292,179,2019
77936,Manhattan,Hell's Kitchen,40.76248,-73.9913,150,2019
78919,Brooklyn,Boerum Hill,40.68674,-73.98876,135,2019
79067,Brooklyn,Clinton Hill,40.6848,-73.96219,350,2019
79782,Brooklyn,Williamsburg,40.70516,-73.95455,120,2019
80493,Manhattan,East Village,40.72329,-73.98486,71,2019
80684,Brooklyn,Greenpoint,40.73776,-73.95327,349,2019
80700,Brooklyn,Greenpoint,40.73738,-73.95482,349,2019
80924,Brooklyn,Park Slope,40.67542,-73.98142,165,2019
81739,Brooklyn,Greenpoint,40.73842,-73.95312,249,2019
82549,Brooklyn,Brooklyn Heights,40.6926,-73.99832,100,2019
82550,Brooklyn,Brooklyn Heights,40.69441,-73.99771,200,2019
82638,Manhattan,East Village,40.72399,-73.98374,169,2019
82928,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,185,2019
83243,Brooklyn,Bushwick,40.68949,-73.91708,65,2019
83446,Brooklyn,Fort Greene,40.68819,-73.97258,130,2019
83722,Brooklyn,Williamsburg,40.7205,-73.96015,199,2019
83847,Manhattan,East Village,40.72451,-73.98094,225,2019
84010,Brooklyn,Greenpoint,40.73813,-73.95394,179,2019
84059,Brooklyn,Crown Heights,40.67591,-73.94715,150,2019
84659,Manhattan,East Village,40.72843,-73.98895,139,2019
84905,Manhattan,Two Bridges,40.71271,-73.99776,95,2019
85094,Brooklyn,Crown Heights,40.66966,-73.94735,79,2019
86215,Manhattan,Lower East Side,40.71965,-73.98766,150,2019
89427,Brooklyn,Clinton Hill,40.68613,-73.96536,650,2019
89621,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,90,2019
93313,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,120,2019
94035,Queens,Astoria,40.75961,-73.91117,80,2019
94209,Brooklyn,Crown Heights,40.67473,-73.94494,100,2019
94477,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,175,2019
94783,Brooklyn,Crown Heights,40.67174,-73.95663,120,2019
95747,Brooklyn,Williamsburg,40.71055,-73.95098,140,2019
95883,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,200,2019
96471,Brooklyn,Clinton Hill,40.68413,-73.96542,165,2019
98330,Manhattan,Kips Bay,40.73877,-73.97707,125,2019
98663,Manhattan,Chelsea,40.74893,-73.99544,130,2019
99070,Manhattan,East Harlem,40.79406,-73.94102,65,2019
99085,Brooklyn,Fort Greene,40.68795,-73.97332,123,2019
100002,Manhattan,Washington Heights,40.85295,-73.93361,67,2019
100184,Queens,Queens Village,40.72413,-73.76133,50,2019
100186,Brooklyn,Gowanus,40.66918,-73.99187,130,2019
101053,Brooklyn,Williamsburg,40.71125,-73.95613,100,2019
102995,Manhattan,Upper West Side,40.78558,-73.9696,212,2019
103161,Brooklyn,Williamsburg,40.71577,-73.96053,190,2019
103311,Brooklyn,Greenpoint,40.73861,-73.95485,599,2019
103806,Manhattan,East Village,40.72577,-73.98745,249,2019
105469,Queens,Rockaway Beach,40.58615,-73.81245,70,2019
105510,Brooklyn,Crown Heights,40.67086,-73.94872,100,2019
106363,Manhattan,Harlem,40.82773,-73.95231,60,2019
106647,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,135,2019
107630,Brooklyn,Greenpoint,40.72911,-73.95493,175,2019
107895,Manhattan,Upper West Side,40.77944,-73.98567,120,2019
110739,Manhattan,Midtown,40.74503,-73.98876,169,2019
112100,Brooklyn,Crown Heights,40.67539,-73.96093,165,2019
112304,Manhattan,Harlem,40.8054,-73.95189,90,2019
112359,Manhattan,Upper East Side,40.78491,-73.9508,225,2019
112435,Brooklyn,Fort Greene,40.69088,-73.97307,95,2019
113265,Brooklyn,Crown Heights,40.67555,-73.95057,55,2019
113945,Manhattan,Hell's Kitchen,40.75835,-73.99193,85,2019
114123,Brooklyn,South Slope,40.66527,-73.9886,199,2019
114229,Manhattan,Lower East Side,40.71895,-73.99434,211,2019
114969,Manhattan,Midtown,40.75579,-73.96699,145,2019
115535,Manhattan,Harlem,40.82399,-73.95328,65,2019
115678,Manhattan,Harlem,40.81822,-73.94095,99,2019
115748,Queens,Astoria,40.76434,-73.92132,110,2019
116940,Brooklyn,Crown Heights,40.67705,-73.94925,80,2019
117425,Brooklyn,Brooklyn Heights,40.69263,-73.99438,150,2019
118061,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,110,2019
118430,Manhattan,Chelsea,40.74412,-74.00208,290,2019
118680,Manhattan,East Village,40.73067,-73.98702,87,2019
120362,Brooklyn,Williamsburg,40.70665,-73.94061,190,2019
121687,Brooklyn,Williamsburg,40.72063,-73.95952,200,2019
121861,Brooklyn,Park Slope,40.67644,-73.98082,165,2019
123784,Manhattan,Harlem,40.80481,-73.94794,110,2019
125053,Manhattan,East Village,40.72533,-73.99143,395,2019
125163,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,99,2019
125594,Brooklyn,Kensington,40.64302,-73.97255,39,2019
126443,Manhattan,East Village,40.72939,-73.98857,189,2019
126816,Manhattan,Upper West Side,40.79918,-73.96607,85,2019
127387,Brooklyn,Gowanus,40.66862,-73.9926,260,2019
128975,Manhattan,Harlem,40.81333,-73.94453,122,2019
131154,Brooklyn,Greenpoint,40.72473,-73.95199,165,2019
132516,Queens,Forest Hills,40.70925,-73.85262,97,2019
132570,Manhattan,West Village,40.73215,-74.00922,170,2019
132695,Brooklyn,Williamsburg,40.71109,-73.94332,125,2019
133025,Manhattan,Murray Hill,40.7463,-73.97926,130,2019
134934,Brooklyn,Williamsburg,40.71823,-73.95849,225,2019
135393,Brooklyn,East Flatbush,40.651,-73.94886,50,2019
135465,Brooklyn,Fort Greene,40.68626,-73.97598,170,2019
135706,Manhattan,Chelsea,40.74488,-74.001,132,2019
136493,Brooklyn,Park Slope,40.67632,-73.97616,250,2019
138216,Brooklyn,Greenpoint,40.72212,-73.94254,141,2019
139624,Brooklyn,Crown Heights,40.67456,-73.95151,64,2019
140133,Brooklyn,Williamsburg,40.71363,-73.96019,249,2019
140425,Brooklyn,Crown Heights,40.6755,-73.95878,79,2019
140973,Manhattan,East Village,40.72274,-73.97581,185,2019
141154,Brooklyn,Boerum Hill,40.6858,-73.9828,120,2019
141335,Brooklyn,Park Slope,40.67535,-73.97654,495,2019
141890,Manhattan,Nolita,40.72255,-73.99346,375,2019
141984,Manhattan,Nolita,40.72094,-73.99706,175,2019
142069,Manhattan,East Village,40.72485,-73.97813,150,2019
144087,Manhattan,Harlem,40.80473,-73.9532,259,2019
144148,Manhattan,East Village,40.72217,-73.98419,96,2019
145064,Brooklyn,Williamsburg,40.71943,-73.9565,145,2019
145188,Manhattan,Chelsea,40.74249,-74.00329,200,2019
145994,Manhattan,Upper West Side,40.79264,-73.97294,95,2019
146754,Brooklyn,Windsor Terrace,40.65749,-73.97675,250,2019
147586,Manhattan,Harlem,40.80474,-73.94688,295,2019
148201,Manhattan,Greenwich Village,40.72831,-74.00177,175,2019
148259,Brooklyn,Williamsburg,40.71541,-73.94144,451,2019
148825,Manhattan,Upper West Side,40.79765,-73.96245,165,2019
